feedback_id,user_id,property_id,inspection_date,feedback_date,liking_text,disliking_text,property_condition_rating,agent_interaction_rating,overall_experience_rating
F5732,U020,P007,2024-07-27 16:31:48.297794,2024-07-28 16:31:48.297794,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,3,2,3
F5520,U010,P007,2024-07-15 16:31:48.297794,2024-07-19 16:31:48.297794,This property feels like a place I could call home.,There are too few parking spaces available.,2,2,1
F2222,U013,P009,2024-08-12 16:31:48.297794,2024-08-18 16:31:48.297794,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,1,1,3
F9896,U010,P002,2024-07-25 16:31:48.297794,2024-07-29 16:31:48.297794,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,2,4,2
F3800,U001,P011,2024-07-23 16:31:48.297794,2024-07-26 16:31:48.297794,I like the quiet neighborhood and the fact that it has a big backyard.,The rooms are smaller than I expected.,2,2,3
F1549,U012,P006,2024-08-08 16:31:48.297794,2024-08-13 16:31:48.297794,The community around the property is very friendly.,The property is too expensive for my budget.,4,4,3
F5885,U007,P006,2024-08-02 16:31:48.297794,2024-08-06 16:31:48.297794,"It's close to my workplace, which is very convenient.","The location is not ideal, too far from the city center.",4,4,2
F1341,U019,P008,2024-08-03 16:31:48.297794,2024-08-07 16:31:48.297794,The views from the balcony are amazing.,The rooms are smaller than I expected.,3,4,4
F5407,U003,P012,2024-07-30 16:31:48.297794,2024-08-05 16:31:48.297794,The price is very reasonable for the size of the property.,The area is too noisy.,3,3,1
F8699,U009,P005,2024-07-18 16:31:48.297794,2024-07-19 16:31:48.297794,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,4,2,3
F1909,U017,P011,2024-07-31 16:31:48.297794,2024-08-03 16:31:48.297794,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,4,1,3
F4792,U019,P002,2024-08-13 16:31:48.297794,2024-08-18 16:31:48.297794,This property feels like a place I could call home.,I’m not a fan of the interior design.,3,1,3
F9848,U015,P009,2024-07-19 16:31:48.297794,2024-07-22 16:31:48.297794,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,3,1,3
F4712,U007,P019,2024-07-31 16:31:48.297794,2024-08-06 16:31:48.297794,The house has a lot of potential for renovation and investment.,"The location is not ideal, too far from the city center.",5,5,5
F9694,U019,P012,2024-08-12 16:31:48.297794,2024-08-15 16:31:48.297794,The house has a lot of potential for renovation and investment.,The neighborhood does not seem safe.,5,5,2
F5566,U015,P017,2024-07-21 16:31:48.297794,2024-07-24 16:31:48.297794,This property feels like a place I could call home.,"The location is not ideal, too far from the city center.",2,1,2
F4673,U020,P017,2024-07-17 16:31:48.297794,2024-07-23 16:31:48.297794,"It's close to my workplace, which is very convenient.",There are too few parking spaces available.,4,1,2
F9181,U013,P003,2024-07-16 16:31:48.297794,2024-07-17 16:31:48.297794,The community around the property is very friendly.,I’m not a fan of the interior design.,5,1,3
F7351,U001,P019,2024-07-25 16:31:48.297794,2024-07-28 16:31:48.297794,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,2,2,4
F2381,U005,P014,2024-08-12 16:31:48.297794,2024-08-14 16:31:48.297794,The layout of the house is very practical.,I don't like the layout of the property.,4,1,2
F5827,U010,P016,2024-08-11 16:31:48.297794,2024-08-12 16:31:48.297794,The views from the balcony are amazing.,"The location is not ideal, too far from the city center.",2,5,5
F4820,U012,P019,2024-08-03 16:31:48.297794,2024-08-09 16:31:48.297794,"The property is in a great location, close to public transport and schools.",The area is too noisy.,2,1,3
F7349,U006,P007,2024-08-03 16:31:48.297794,2024-08-09 16:31:48.297794,I loved the spacious living area and the modern kitchen.,The property requires too many repairs.,2,3,5
F1718,U004,P015,2024-07-26 16:31:48.297794,2024-07-29 16:31:48.297794,The views from the balcony are amazing.,The property is too expensive for my budget.,5,3,3
F8461,U005,P020,2024-07-28 16:31:48.297794,2024-07-28 16:31:48.297794,I loved the spacious living area and the modern kitchen.,The area is too noisy.,1,4,2
F6383,U005,P001,2024-08-11 16:31:48.297794,2024-08-18 16:31:48.297794,The community around the property is very friendly.,The backyard is too small.,1,4,2
F2985,U020,P013,2024-08-03 16:31:48.297794,2024-08-10 16:31:48.297794,This property feels like a place I could call home.,The backyard is too small.,4,1,1
F4918,U019,P011,2024-08-02 16:31:48.297794,2024-08-09 16:31:48.297794,I like the quiet neighborhood and the fact that it has a big backyard.,It lacks modern features and feels outdated.,1,4,3
F3658,U018,P010,2024-08-10 16:31:48.297794,2024-08-11 16:31:48.297794,The community around the property is very friendly.,The area is too noisy.,5,2,2
F3797,U005,P018,2024-07-25 16:31:48.297794,2024-07-29 16:31:48.297794,"The property is in a great location, close to public transport and schools.",The rooms are smaller than I expected.,1,1,2
F6995,U017,P016,2024-07-30 16:31:48.297794,2024-08-04 16:31:48.297794,"The property is in a great location, close to public transport and schools.",The backyard is too small.,3,3,2
F7247,U007,P010,2024-07-21 16:31:48.297794,2024-07-26 16:31:48.297794,I appreciate the energy-efficient features of this property.,I’m not a fan of the interior design.,1,4,3
F5062,U003,P005,2024-07-29 16:31:48.297794,2024-08-01 16:31:48.297794,The layout of the house is very practical.,The property requires too many repairs.,5,2,2
F5548,U005,P007,2024-07-18 16:31:48.297794,2024-07-22 16:31:48.297794,The views from the balcony are amazing.,The area is too noisy.,5,2,4
F9465,U017,P004,2024-08-11 16:31:48.297794,2024-08-12 16:31:48.297794,The community around the property is very friendly.,The backyard is too small.,3,1,3
F9310,U018,P015,2024-07-28 16:31:48.298790,2024-07-29 16:31:48.298790,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",4,1,1
F8068,U018,P005,2024-08-04 16:31:48.298790,2024-08-06 16:31:48.298790,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,4,4,4
F5976,U007,P003,2024-08-07 16:31:48.298790,2024-08-10 16:31:48.298790,The views from the balcony are amazing.,"The location is not ideal, too far from the city center.",1,4,4
F9124,U012,P017,2024-07-16 16:31:48.298790,2024-07-21 16:31:48.298790,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,1,4,2
F6447,U019,P017,2024-07-29 16:31:48.298790,2024-08-02 16:31:48.298790,This property feels like a place I could call home.,The area is too noisy.,3,1,3
F3986,U017,P006,2024-08-04 16:31:48.298790,2024-08-09 16:31:48.298790,"It's close to my workplace, which is very convenient.",The backyard is too small.,2,5,4
F9099,U006,P001,2024-08-01 16:31:48.298790,2024-08-05 16:31:48.298790,The price is very reasonable for the size of the property.,There are too few parking spaces available.,5,3,5
F9917,U017,P014,2024-07-20 16:31:48.298790,2024-07-24 16:31:48.298790,The house has a lot of potential for renovation and investment.,The backyard is too small.,2,3,1
F9562,U004,P010,2024-08-02 16:31:48.298790,2024-08-03 16:31:48.298790,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,5,1
F1364,U018,P009,2024-08-13 16:31:48.298790,2024-08-15 16:31:48.298790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,4,4,4
F6839,U006,P009,2024-08-02 16:31:48.298790,2024-08-06 16:31:48.298790,The layout of the house is very practical.,It lacks modern features and feels outdated.,3,1,3
F9194,U019,P018,2024-08-08 16:31:48.298790,2024-08-09 16:31:48.298790,I loved the spacious living area and the modern kitchen.,The property requires too many repairs.,2,1,4
F4223,U012,P020,2024-08-10 16:31:48.298790,2024-08-11 16:31:48.298790,The house has a lot of potential for renovation and investment.,There are too few parking spaces available.,5,3,5
F3124,U016,P009,2024-08-10 16:31:48.298790,2024-08-14 16:31:48.298790,This property feels like a place I could call home.,It lacks modern features and feels outdated.,3,5,2
F9834,U002,P011,2024-08-08 16:31:48.298790,2024-08-09 16:31:48.298790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,3,1,2
F8976,U005,P008,2024-08-05 16:31:48.298790,2024-08-10 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,1,4,1
F6149,U017,P019,2024-08-09 16:31:48.298790,2024-08-12 16:31:48.298790,I loved the spacious living area and the modern kitchen.,I’m not a fan of the interior design.,1,5,3
F7564,U004,P003,2024-07-19 16:31:48.298790,2024-07-25 16:31:48.298790,The house has a lot of potential for renovation and investment.,I don't like the layout of the property.,1,4,4
F8734,U016,P019,2024-08-09 16:31:48.298790,2024-08-11 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,4,3,4
F5880,U014,P016,2024-08-13 16:31:48.298790,2024-08-15 16:31:48.298790,I appreciate the energy-efficient features of this property.,"The location is not ideal, too far from the city center.",2,3,3
F4513,U005,P018,2024-07-22 16:31:48.298790,2024-07-28 16:31:48.298790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,3,3,5
F7579,U012,P016,2024-08-02 16:31:48.298790,2024-08-08 16:31:48.298790,The house has a lot of potential for renovation and investment.,It’s too far from public transport and schools.,1,3,5
F7260,U014,P010,2024-07-31 16:31:48.298790,2024-08-02 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,5,1,4
F1744,U005,P020,2024-07-29 16:31:48.298790,2024-08-05 16:31:48.298790,The community around the property is very friendly.,I’m not a fan of the interior design.,5,5,2
F6178,U005,P011,2024-07-28 16:31:48.298790,2024-07-30 16:31:48.298790,This property feels like a place I could call home.,I’m not a fan of the interior design.,1,4,5
F5069,U019,P007,2024-07-23 16:31:48.298790,2024-07-29 16:31:48.298790,I appreciate the energy-efficient features of this property.,The rooms are smaller than I expected.,3,2,2
F2693,U007,P015,2024-08-04 16:31:48.298790,2024-08-05 16:31:48.298790,I appreciate the energy-efficient features of this property.,"The location is not ideal, too far from the city center.",3,2,3
F6552,U018,P018,2024-07-23 16:31:48.298790,2024-07-28 16:31:48.298790,This property feels like a place I could call home.,It’s too far from public transport and schools.,3,1,1
F9617,U018,P008,2024-08-13 16:31:48.298790,2024-08-16 16:31:48.298790,The layout of the house is very practical.,The backyard is too small.,3,3,5
F9470,U019,P018,2024-07-15 16:31:48.298790,2024-07-20 16:31:48.298790,I loved the spacious living area and the modern kitchen.,There are too few parking spaces available.,2,5,1
F7622,U001,P013,2024-07-20 16:31:48.298790,2024-07-25 16:31:48.298790,I loved the spacious living area and the modern kitchen.,The area is too noisy.,1,5,2
F5716,U005,P002,2024-07-20 16:31:48.298790,2024-07-20 16:31:48.298790,I appreciate the energy-efficient features of this property.,I’m not a fan of the interior design.,1,1,2
F8960,U017,P020,2024-07-20 16:31:48.298790,2024-07-20 16:31:48.298790,The community around the property is very friendly.,I don't like the layout of the property.,5,4,1
F5022,U009,P014,2024-07-18 16:31:48.298790,2024-07-20 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,2,1,1
F6124,U019,P008,2024-08-07 16:31:48.298790,2024-08-13 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,4,2,2
F3225,U004,P005,2024-07-24 16:31:48.298790,2024-07-27 16:31:48.298790,This property feels like a place I could call home.,I don't like the layout of the property.,2,3,2
F8494,U014,P010,2024-08-03 16:31:48.298790,2024-08-10 16:31:48.298790,I appreciate the energy-efficient features of this property.,The rooms are smaller than I expected.,1,4,4
F4682,U010,P003,2024-08-09 16:31:48.298790,2024-08-16 16:31:48.298790,I loved the spacious living area and the modern kitchen.,It lacks modern features and feels outdated.,4,1,3
F4009,U019,P012,2024-08-08 16:31:48.298790,2024-08-08 16:31:48.298790,"The property is in a great location, close to public transport and schools.",There are too few parking spaces available.,3,3,3
F2831,U012,P017,2024-08-07 16:31:48.298790,2024-08-09 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,It lacks modern features and feels outdated.,3,1,4
F5068,U014,P006,2024-07-17 16:31:48.298790,2024-07-19 16:31:48.298790,I appreciate the energy-efficient features of this property.,The backyard is too small.,1,2,3
F2244,U015,P017,2024-08-06 16:31:48.298790,2024-08-11 16:31:48.298790,I appreciate the energy-efficient features of this property.,I don't like the layout of the property.,4,4,3
F4607,U013,P010,2024-07-21 16:31:48.298790,2024-07-27 16:31:48.298790,"It's close to my workplace, which is very convenient.",I don't like the layout of the property.,2,5,4
F9663,U013,P011,2024-07-21 16:31:48.298790,2024-07-28 16:31:48.298790,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,5,1,3
F9922,U006,P016,2024-07-23 16:31:48.298790,2024-07-28 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.","The location is not ideal, too far from the city center.",4,4,5
F2069,U010,P020,2024-07-28 16:31:48.298790,2024-08-01 16:31:48.298790,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,4,2,3
F5801,U005,P020,2024-07-28 16:31:48.298790,2024-07-30 16:31:48.298790,"It's close to my workplace, which is very convenient.",The area is too noisy.,5,1,2
F8801,U004,P010,2024-07-21 16:31:48.298790,2024-07-22 16:31:48.298790,I appreciate the energy-efficient features of this property.,It’s too far from public transport and schools.,4,1,5
F4301,U012,P016,2024-08-06 16:31:48.298790,2024-08-12 16:31:48.298790,The price is very reasonable for the size of the property.,The backyard is too small.,2,5,2
F3393,U015,P016,2024-07-23 16:31:48.298790,2024-07-30 16:31:48.298790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,4,5,2
F8877,U015,P001,2024-07-20 16:31:48.298790,2024-07-24 16:31:48.298790,The views from the balcony are amazing.,The property is too expensive for my budget.,5,5,1
F2201,U003,P004,2024-07-19 16:31:48.298790,2024-07-25 16:31:48.298790,This property feels like a place I could call home.,The area is too noisy.,3,3,4
F1943,U005,P013,2024-07-26 16:31:48.298790,2024-07-30 16:31:48.298790,The community around the property is very friendly.,It lacks modern features and feels outdated.,2,4,1
F5520,U005,P006,2024-07-17 16:31:48.298790,2024-07-17 16:31:48.298790,"The property is in a great location, close to public transport and schools.","The location is not ideal, too far from the city center.",2,5,4
F2812,U014,P017,2024-08-04 16:31:48.298790,2024-08-07 16:31:48.298790,The house has a lot of potential for renovation and investment.,The neighborhood does not seem safe.,3,1,4
F3004,U011,P017,2024-07-28 16:31:48.298790,2024-07-28 16:31:48.298790,The views from the balcony are amazing.,The property is too expensive for my budget.,2,3,2
F7475,U020,P018,2024-08-05 16:31:48.298790,2024-08-08 16:31:48.298790,"It's close to my workplace, which is very convenient.",The property requires too many repairs.,5,1,5
F4666,U007,P012,2024-07-20 16:31:48.298790,2024-07-22 16:31:48.298790,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",5,1,5
F5308,U010,P006,2024-08-13 16:31:48.298790,2024-08-18 16:31:48.298790,The views from the balcony are amazing.,There are too few parking spaces available.,1,3,4
F3868,U008,P015,2024-07-17 16:31:48.298790,2024-07-21 16:31:48.298790,The community around the property is very friendly.,The area is too noisy.,2,2,1
F4781,U010,P015,2024-08-11 16:31:48.298790,2024-08-14 16:31:48.298790,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,2,3,1
F3047,U014,P008,2024-07-22 16:31:48.298790,2024-07-24 16:31:48.298790,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,3,2,5
F6258,U004,P010,2024-07-31 16:31:48.298790,2024-08-01 16:31:48.298790,I loved the spacious living area and the modern kitchen.,"The location is not ideal, too far from the city center.",4,2,3
F4956,U011,P015,2024-08-05 16:31:48.298790,2024-08-08 16:31:48.298790,This property feels like a place I could call home.,"The location is not ideal, too far from the city center.",2,4,5
F8618,U012,P013,2024-07-22 16:31:48.298790,2024-07-28 16:31:48.298790,The views from the balcony are amazing.,It lacks modern features and feels outdated.,3,2,2
F5521,U017,P012,2024-07-27 16:31:48.298790,2024-07-30 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property requires too many repairs.,1,5,1
F6260,U004,P004,2024-08-09 16:31:48.298790,2024-08-16 16:31:48.298790,"It's close to my workplace, which is very convenient.",The rooms are smaller than I expected.,1,3,5
F9488,U018,P008,2024-07-20 16:31:48.298790,2024-07-20 16:31:48.298790,"It's close to my workplace, which is very convenient.",There are too few parking spaces available.,3,3,5
F5289,U006,P003,2024-07-21 16:31:48.298790,2024-07-21 16:31:48.298790,The community around the property is very friendly.,The backyard is too small.,4,5,5
F8277,U004,P015,2024-07-18 16:31:48.298790,2024-07-22 16:31:48.298790,"It's close to my workplace, which is very convenient.",The backyard is too small.,2,5,3
F5558,U011,P014,2024-07-27 16:31:48.298790,2024-07-31 16:31:48.298790,"It's close to my workplace, which is very convenient.",It’s too far from public transport and schools.,1,4,3
F9978,U008,P012,2024-08-07 16:31:48.298790,2024-08-10 16:31:48.298790,"The property is in a great location, close to public transport and schools.",I’m not a fan of the interior design.,2,2,4
F7104,U014,P004,2024-08-04 16:31:48.298790,2024-08-09 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,It lacks modern features and feels outdated.,2,2,3
F2674,U006,P018,2024-08-12 16:31:48.298790,2024-08-18 16:31:48.298790,The layout of the house is very practical.,It lacks modern features and feels outdated.,1,3,4
F8551,U016,P009,2024-08-04 16:31:48.298790,2024-08-11 16:31:48.298790,The community around the property is very friendly.,It lacks modern features and feels outdated.,3,1,4
F5176,U016,P005,2024-08-01 16:31:48.298790,2024-08-05 16:31:48.298790,This property feels like a place I could call home.,"The location is not ideal, too far from the city center.",4,4,5
F1394,U003,P018,2024-07-20 16:31:48.298790,2024-07-21 16:31:48.298790,The house has a lot of potential for renovation and investment.,The property is too expensive for my budget.,5,3,5
F5706,U013,P006,2024-07-17 16:31:48.298790,2024-07-22 16:31:48.298790,The price is very reasonable for the size of the property.,"The location is not ideal, too far from the city center.",2,4,2
F1669,U015,P014,2024-08-11 16:31:48.298790,2024-08-13 16:31:48.298790,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,5,3,5
F4705,U018,P014,2024-07-20 16:31:48.298790,2024-07-22 16:31:48.298790,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,1,5,5
F7178,U001,P020,2024-07-18 16:31:48.298790,2024-07-22 16:31:48.298790,I appreciate the energy-efficient features of this property.,The area is too noisy.,2,5,3
F6401,U012,P004,2024-08-09 16:31:48.298790,2024-08-10 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,The property is too expensive for my budget.,2,5,5
F9434,U019,P001,2024-07-17 16:31:48.298790,2024-07-19 16:31:48.298790,This property feels like a place I could call home.,The area is too noisy.,1,4,4
F7864,U010,P003,2024-07-17 16:31:48.298790,2024-07-23 16:31:48.298790,The price is very reasonable for the size of the property.,The property is too expensive for my budget.,1,4,1
F2742,U008,P014,2024-07-21 16:31:48.298790,2024-07-25 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,The neighborhood does not seem safe.,1,2,4
F1774,U015,P013,2024-08-02 16:31:48.298790,2024-08-04 16:31:48.298790,The layout of the house is very practical.,The backyard is too small.,5,3,3
F9450,U014,P008,2024-08-09 16:31:48.298790,2024-08-14 16:31:48.298790,This property feels like a place I could call home.,The area is too noisy.,2,3,3
F9303,U002,P001,2024-07-25 16:31:48.298790,2024-07-25 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,The backyard is too small.,5,4,5
F4272,U011,P008,2024-07-26 16:31:48.298790,2024-07-28 16:31:48.298790,The house has a lot of potential for renovation and investment.,The rooms are smaller than I expected.,1,2,1
F9408,U016,P013,2024-07-20 16:31:48.298790,2024-07-26 16:31:48.298790,I appreciate the energy-efficient features of this property.,The property requires too many repairs.,1,4,3
F5085,U018,P007,2024-07-21 16:31:48.298790,2024-07-27 16:31:48.298790,The layout of the house is very practical.,The rooms are smaller than I expected.,2,1,3
F6783,U003,P013,2024-07-30 16:31:48.298790,2024-07-30 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",It lacks modern features and feels outdated.,3,4,1
F2370,U010,P010,2024-08-12 16:31:48.298790,2024-08-18 16:31:48.298790,The price is very reasonable for the size of the property.,The neighborhood does not seem safe.,3,4,4
F7214,U012,P004,2024-07-28 16:31:48.298790,2024-08-02 16:31:48.298790,"The property is in a great location, close to public transport and schools.",The property requires too many repairs.,4,2,3
F9978,U012,P018,2024-08-07 16:31:48.298790,2024-08-09 16:31:48.298790,The community around the property is very friendly.,The property is too expensive for my budget.,2,1,5
F6013,U003,P013,2024-07-23 16:31:48.298790,2024-07-30 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,3,2,5
F9352,U019,P003,2024-08-08 16:31:48.298790,2024-08-08 16:31:48.298790,The community around the property is very friendly.,The rooms are smaller than I expected.,3,3,3
F6265,U018,P011,2024-07-25 16:31:48.298790,2024-07-25 16:31:48.298790,The house has a lot of potential for renovation and investment.,It lacks modern features and feels outdated.,2,1,2
F9150,U003,P017,2024-08-03 16:31:48.298790,2024-08-07 16:31:48.298790,The views from the balcony are amazing.,The backyard is too small.,3,5,4
F1633,U009,P018,2024-08-07 16:31:48.298790,2024-08-13 16:31:48.298790,"The property is in a great location, close to public transport and schools.",The backyard is too small.,5,5,1
F3260,U002,P003,2024-07-16 16:31:48.298790,2024-07-19 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,3,2,3
F9551,U017,P003,2024-08-06 16:31:48.298790,2024-08-07 16:31:48.298790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,5,3,1
F2132,U004,P013,2024-08-13 16:31:48.298790,2024-08-18 16:31:48.298790,The community around the property is very friendly.,The neighborhood does not seem safe.,3,5,4
F4957,U009,P019,2024-07-22 16:31:48.298790,2024-07-28 16:31:48.298790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,5,3,1
F7706,U008,P009,2024-08-01 16:31:48.298790,2024-08-06 16:31:48.298790,The community around the property is very friendly.,I’m not a fan of the interior design.,5,1,5
F7400,U002,P018,2024-08-03 16:31:48.298790,2024-08-03 16:31:48.298790,This property feels like a place I could call home.,The property is too expensive for my budget.,3,2,5
F6222,U020,P014,2024-07-15 16:31:48.298790,2024-07-18 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,"The location is not ideal, too far from the city center.",5,1,3
F5216,U017,P005,2024-07-31 16:31:48.298790,2024-08-07 16:31:48.298790,The views from the balcony are amazing.,I don't like the layout of the property.,1,4,5
F8045,U001,P004,2024-07-18 16:31:48.298790,2024-07-24 16:31:48.298790,The house has a lot of potential for renovation and investment.,The property requires too many repairs.,1,1,4
F6083,U015,P004,2024-08-03 16:31:48.298790,2024-08-04 16:31:48.298790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,2,3,1
F2146,U014,P002,2024-07-19 16:31:48.298790,2024-07-25 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,2,1,5
F9101,U019,P005,2024-07-19 16:31:48.298790,2024-07-21 16:31:48.298790,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,2,5,3
F6131,U006,P011,2024-08-10 16:31:48.298790,2024-08-12 16:31:48.298790,The house has a lot of potential for renovation and investment.,The area is too noisy.,3,1,1
F1497,U006,P020,2024-07-25 16:31:48.298790,2024-08-01 16:31:48.298790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,4,4,3
F7313,U009,P010,2024-07-31 16:31:48.298790,2024-08-07 16:31:48.298790,I loved the spacious living area and the modern kitchen.,The property is too expensive for my budget.,4,4,2
F8579,U020,P012,2024-08-06 16:31:48.298790,2024-08-08 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",The property is too expensive for my budget.,4,2,2
F3827,U004,P006,2024-07-18 16:31:48.298790,2024-07-20 16:31:48.298790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,1,2,3
F7271,U015,P018,2024-08-08 16:31:48.298790,2024-08-13 16:31:48.298790,The views from the balcony are amazing.,I don't like the layout of the property.,1,1,4
F7924,U003,P004,2024-08-08 16:31:48.298790,2024-08-14 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",I don't like the layout of the property.,3,5,3
F2287,U013,P013,2024-07-24 16:31:48.298790,2024-07-28 16:31:48.298790,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,3,1,1
F4573,U003,P011,2024-08-04 16:31:48.298790,2024-08-07 16:31:48.298790,The views from the balcony are amazing.,The property is too expensive for my budget.,4,4,5
F6085,U011,P019,2024-08-08 16:31:48.298790,2024-08-15 16:31:48.298790,I appreciate the energy-efficient features of this property.,There are too few parking spaces available.,5,3,3
F4353,U011,P005,2024-07-21 16:31:48.298790,2024-07-23 16:31:48.298790,The layout of the house is very practical.,The property requires too many repairs.,1,4,4
F2285,U005,P004,2024-07-20 16:31:48.298790,2024-07-20 16:31:48.298790,The community around the property is very friendly.,The neighborhood does not seem safe.,3,5,1
F4540,U018,P015,2024-08-07 16:31:48.298790,2024-08-10 16:31:48.298790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,2,2,1
F9376,U015,P004,2024-07-22 16:31:48.298790,2024-07-25 16:31:48.298790,"It's close to my workplace, which is very convenient.",I’m not a fan of the interior design.,4,2,5
F1727,U007,P015,2024-07-22 16:31:48.298790,2024-07-22 16:31:48.298790,I like the quiet neighborhood and the fact that it has a big backyard.,The area is too noisy.,1,1,5
F3335,U009,P018,2024-07-22 16:31:48.298790,2024-07-29 16:31:48.298790,I appreciate the energy-efficient features of this property.,The property is too expensive for my budget.,2,1,3
F6942,U004,P010,2024-07-21 16:31:48.298790,2024-07-27 16:31:48.298790,The price is very reasonable for the size of the property.,I don't like the layout of the property.,1,2,1
F1770,U016,P020,2024-07-28 16:31:48.298790,2024-08-02 16:31:48.298790,I appreciate the energy-efficient features of this property.,It lacks modern features and feels outdated.,3,5,2
F8586,U019,P015,2024-07-24 16:31:48.298790,2024-07-30 16:31:48.298790,"The property is in a great location, close to public transport and schools.","The location is not ideal, too far from the city center.",3,4,5
F4185,U008,P020,2024-07-16 16:31:48.298790,2024-07-22 16:31:48.298790,This property feels like a place I could call home.,I’m not a fan of the interior design.,4,4,5
F2224,U007,P009,2024-07-17 16:31:48.298790,2024-07-19 16:31:48.298790,I loved the spacious living area and the modern kitchen.,The neighborhood does not seem safe.,3,2,4
F6030,U018,P005,2024-07-17 16:31:48.298790,2024-07-24 16:31:48.298790,The price is very reasonable for the size of the property.,There are too few parking spaces available.,5,3,4
F8184,U004,P017,2024-07-26 16:31:48.298790,2024-07-26 16:31:48.298790,The community around the property is very friendly.,I’m not a fan of the interior design.,4,4,5
F6471,U003,P011,2024-08-09 16:31:48.298790,2024-08-11 16:31:48.298790,This property feels like a place I could call home.,The neighborhood does not seem safe.,1,5,1
F4586,U002,P005,2024-08-12 16:31:48.298790,2024-08-17 16:31:48.298790,The community around the property is very friendly.,The backyard is too small.,5,3,2
F4462,U008,P009,2024-08-09 16:31:48.298790,2024-08-13 16:31:48.298790,The layout of the house is very practical.,I’m not a fan of the interior design.,5,4,2
F9676,U014,P016,2024-08-04 16:31:48.298790,2024-08-08 16:31:48.298790,The price is very reasonable for the size of the property.,I’m not a fan of the interior design.,3,5,2
F8439,U018,P003,2024-07-18 16:31:48.298790,2024-07-18 16:31:48.298790,I loved the spacious living area and the modern kitchen.,The backyard is too small.,1,2,2
F3842,U009,P012,2024-07-15 16:31:48.298790,2024-07-21 16:31:48.298790,"It's close to my workplace, which is very convenient.",The neighborhood does not seem safe.,4,3,5
F4887,U001,P003,2024-07-21 16:31:48.298790,2024-07-26 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",The rooms are smaller than I expected.,5,3,1
F2738,U018,P005,2024-07-31 16:31:48.298790,2024-08-05 16:31:48.298790,The price is very reasonable for the size of the property.,It’s too far from public transport and schools.,5,1,3
F9872,U012,P012,2024-07-30 16:31:48.298790,2024-08-04 16:31:48.298790,"It has all the amenities I was looking for, including a gym and swimming pool.",It’s too far from public transport and schools.,3,1,1
